Descripció,Norm,Art,Ap,Sub,Nº,Imp. mín.,Imp. màx.,Import,Bo,Ex,Punts,Esp.,Seq.
"NO RESPECTAR, EL CONDUCTOR D'UN VEHICLE, EL LLUM VERMELL NO INTERMITENT D'UN SEMÀFOR ",RGC,143,1,B,4,200,200,200,L,N,4,,26229
"NO RESPECTAR, EL CONDUCTOR D'UNA BICICLETA, EL LLUM VERMELL D'UN SEMÀFOR ",RGC,143,1,B,5,200,200,200,L,N,0,,26230
"ENTRAR EN UNA INTERSECCIÓ REGULADA PER SEMÀFOR, SITUAT DINTRE DE LA MATEIXA O EN EL COSTAT OPOSAT, QUAN EMET LLUM VERMELL NO INTERMITENT",RGC,143,1,B,6,200,200,200,L,N,4,,26231
"NO DETENIR-SE EL CONDUCTOR D'UN VEHICLE DAVANT EL LLUM GROC NO INTERMITENT D'UN SEMÀFOR, PODENT FER-HO SENSE PERILL",RGC,143,1,B,7,200,200,200,L,N,0,,26232
ULTRAPASSAR EL CONDUCTOR DEL VEHICLE LA LÍNIA DE DETENCIÓ ANTERIOR MÉS PRÒXIMA A UN SEMÀFOR QUAN EMET LLUM VERMELL NO INTERMITENT,RGC,143,1,B,8,200,200,200,L,N,0,,26233
"NO RESPECTAR, EL CONDUCTOR D'UN VMP, EL LLUM VERMELL D'UN SEMÀFOR ",RGC,143,1,B,9,200,200,200,L,N,0,,26234
NO CEDIR EL PAS DAVANT EL LLUM GROC INTERMITENT D'UN SEMÀFOR ,RGC,143,1,B,10,200,200,200,L,N,0,,26251
NO DETENIR-SE DAVANT D'UN SENYAL DE DETENCIÓ OBLIGATÒRIA (STOP) ,RGC,145,2,A,1,200,200,200,L,N,4,,26235
NO OBEIR UN SENYAL VERTICAL DE CEDIU EL PAS  ,RGC,145,2,A,2,200,200,200,L,N,4,,26236
"NO OBEIR, EL CONDUCTOR D'UNA BICICLETA, UN SENYAL VERTICAL DE CEDIU EL PAS ",RGC,145,2,A,3,200,200,200,L,N,0,,26237
NO DETENIR-SE UNA BICICLETA DAVANT UN SENYAL DE DETENCIÓ OBLIGATÒRIA (STOP) ,RGC,145,2,A,4,200,200,200,L,N,0,,26238
"NO DETENIR-SE, EL CONDUCTOR D'UN VMP, DAVANT UN SENYAL DE DETENCIÓ OBLIGATÒRIA (STOP) ",RGC,145,2,A,5,200,200,200,L,N,0,,26239
"NO OBEIR, EL CONDUCTOR D'UN VEHICLE DE MOBILITAT PERSONAL, UN SENYAL VERTICAL DE CEDIU EL PAS ",RGC,145,2,A,6,200,200,200,L,N,0,,26240
NO OBEIR UN SENYAL D'ENTRADA PROHIBIDA PER A TOTA CLASSE DE VEHICLES ,RGC,145,2,B,1,6,100,90,C,N,0,,26241
NO OBEIR EL DESTINATARI UN SENYAL DE PROHIBICIÓ D'ENTRADA  ,RGC,145,2,B,2,6,100,90,C,N,0,,26242
NO OBEIR UN SENYAL DE CIRCULACIÓ PROHIBIDA PER A TOTA CLASSE DE VEHICLES EN AMBOS SENTITS ,RGC,145,2,B,3,200,200,200,L,N,0,,26243
NO OBEIR UN SENYAL D'ENTRADA PROHIBIDA A VEHICLES DESTINATS AL TRANSPORT DE MERCADERIES AMB MASSA AUTORITZADA SUPERIOR A LA INDICADA,RGC,145,2,B,4,200,200,200,L,N,0,,26244
NO OBEIR UN SENYAL D'ENTRADA PROHIBIDA A VEHICLES DESTINATS AL TRANSPORT DE MERCADERIES AMB MAJOR MMA QUE LA INDICADA ,RGC,145,2,B,5,200,200,200,L,N,0,,26280
NO OBEIR EL DESTINATARI UN SENYAL DE RESTRICCIÓ DE PAS  ,RGC,145,2,C,1,6,100,90,C,N,0,,26245
"NO OBEIR UN SENYAL DE PROHIBICIÓ DE PAS ALS VEHICLES, LA LONGITUD DELS QUALS, INCLOSA LA CÀRREGA, SIGUI SUPERIOR A LA INDICADA",RGC,145,2,C,2,200,200,200,L,N,0,,26246
"NO OBEIR UN SENYAL DE PROHIBICIÓ DE PAS ALS VEHICLES, L'AMPLADA DELS QUALS, INCLOSA LA CÀRREGA, SIGUI SUPERIOR A LA INDICADA",RGC,145,2,C,3,200,200,200,L,N,0,,26247
"NO OBEIR UN SENYAL DE PROHIBICIÓ DE PAS ALS VEHICLES L'ALÇADA DELS QUALS, INCLOSA LA CÀRREGA, SIGUI SUPERIOR A LA INDICADA",RGC,145,2,C,4,200,200,200,L,N,0,,26248
"NO OBEIR UN SENYAL DE PROHIBICIÓ DE PAS ALS VEHICLES, LA MASSA EN CÀRREGA DELS QUALS SIGUI SUPERIOR A LA INDICADA",RGC,145,2,C,5,200,200,200,L,N,0,,26249
"NO OBEIR UN SENYAL DE PROHIBICIÓ DE PAS ALS VEHICLES, LA MASSA PER EIX DELS QUALS SIGUI SUPERIOR A LA INDICADA ",RGC,145,2,C,6,200,200,200,L,N,0,,26250
NO OBEIR UN SENYAL DE PROHIBICIÓ O RESTRICCIÓ  ,RGC,145,2,D,1,200,200,200,L,N,0,,26252
NO OBEIR UN SENYAL VERTICAL D'ESTACIONAMENT PROHIBIT  ,RGC,145,2,D,2,6,100,90,C,N,0,2,26254
NO OBEIR UN SENYAL VERTICAL DE GIR A LA DRETA PROHIBIT  ,RGC,145,2,D,3,6,100,90,C,N,0,,26255
NO OBEIR UN SENYAL VERTICAL DE GIR A L'ESQUERRA PROHIBIT  ,RGC,145,2,D,4,6,100,90,C,N,0,,26256
NO OBEIR UN SENYAL VERTICAL DE PARADA I ESTACIONAMENT PROHIBITS ,RGC,145,2,D,5,6,100,90,C,N,0,2,26257
NO OBEIR UN SENYAL VERTICAL D'ESTACIONAMENT PROHIBIT LA PRIMERA QUINZENA ,RGC,145,2,D,6,6,100,90,C,N,0,2,26272
NO OBEIR UN SENYAL VERTICAL D'ESTACIONAMENT PROHIBIT LA SEGONA QUINZENA ,RGC,145,2,D,7,6,100,90,C,N,0,2,26273
NO OBEIR UN SENYAL VERTICAL D'ESTACIONAMENT PROHIBIT EN GUAL  ,RGC,145,2,D,8,6,100,90,C,N,0,2,26274
NO OBEIR UN SENYAL VERTICAL DE MITJA VOLTA PROHIBIDA  ,RGC,145,2,D,9,6,100,90,C,N,0,,26275
NO OBEIR UN SENYAL VERTICAL D'ESTACIONAMENT PROHIBIT ELS DIES IMPARELLS ,RGC,145,2,D,10,6,100,90,C,N,0,2,26276
NO OBEIR UN SENYAL VERTICAL D'ESTACIONAMENT PROHIBIT ELS DIES PARELLS ,RGC,145,2,D,11,6,100,90,C,N,0,2,26277
NO OBEIR UN SENYAL VERTICAL DE ZONA D'ESTACIONAMENT LIMITAT  ,RGC,145,2,D,12,6,100,90,C,N,0,2,26278
NO OBEIR UN SENYAL D'OBLIGACIÓ  ,RGC,145,2,E,1,200,200,200,L,N,0,,26253
NO OBEIR EL DESTINATARI UN SENYAL VERTICAL D'OBLIGACIÓ  ,RGC,145,2,E,2,6,100,90,C,N,0,,26281
NO OBEIR UN SENYAL DE SENTIT OBLIGATORI  ,RGC,145,2,E,4,200,200,200,L,N,0,,26283
NO OBEIR UN SENYAL DE PAS OBLIGATORI  ,RGC,145,2,E,5,200,200,200,L,N,0,,26284
NO OBEIR UN SENYAL D'ÚNICA DIRECCIÓ I SENTIT PERMÈS  ,RGC,145,2,E,6,200,200,200,L,N,0,,26285
NO OBEIR UN SENYAL D'INTERSECCIÓ EN SENTIT GIRATORI OBLIGATORI ,RGC,145,2,E,7,200,200,200,L,N,0,,26286
NO RESPECTAR UN SENYAL DE CARRER RESIDENCIAL  ,RGC,146,2,A,1,6,100,90,C,N,0,,26290
NO RESPECTAR UN SENYAL D'ESTACIONAMENT RESERVAT PER A DETERMINADA CLASSE DE VEHICLES ,RGC,146,2,A,2,6,100,90,C,N,0,2,26291
NO OBEIR UN SENYAL DE ZONA A 30  ,RGC,146,2,A,3,6,100,90,C,N,0,,26292
NO RESPECTAR UN SENYAL D'ESTACIONAMENT RESERVAT PER A CICLOMOTORS I MOTOCICLETES ,RGC,146,2,A,4,6,100,90,C,N,0,2,26293
NO RESPECTAR UN SENYAL D'ESTACIONAMENT RESERVAT PER A TAXI ,RGC,146,2,A,5,6,100,90,C,N,0,2,26295
NO RESPECTAR UN SENYAL DE LIMITACIÓ DE TEMPS D'ESTACIONAMENT  ,RGC,146,2,A,7,6,100,90,C,N,0,2,26297
INCOMPLIR L'OBLIGACIÓ ESTABLERTA PER UN SENYAL DE CARRIL  ,RGC,146,2,B,1,6,100,90,C,N,0,,26287
CIRCULAR PER UN CARRIL RESERVAT PER A AUTOBUSOS  ,RGC,146,2,B,2,200,200,200,L,N,0,,26288
CIRCULAR PER UN CARRIL RESERVAT PER A BICICLETES O VIA CICLISTA ,RGC,146,2,B,3,200,200,200,L,N,0,,26289
CIRCULAR PEL CARRIL DELIMITAT PER UNA LÍNIA  DISCONTÍNUA I RESERVAT AL TRANSPORT PÚBLIC SENSE EFECTUAR CAP DE LES MANIOBRES PERMESES,RGC,146,2,B,4,6,100,90,C,N,0,,26294
"NO RESPECTAR UNA MARCA LONGITUDINAL CONTINUA, SENSE CAUSA JUSTIFICADA ",RGC,147,2,A,1,200,200,200,L,N,0,,26264
"CIRCULAR SOBRE UNA MARCA LONGITUDINAL DISCONTÍNUA, SENSE CAUSA JUSTIFICADA ",RGC,147,2,A,2,200,200,200,L,N,0,,26265
"NO RESPECTAR UNA MARCA VIÀRIA TRANSVERSAL CONTÍNUA, SENSE CAUSA JUSTIFICADA ",RGC,147,2,B,1,200,200,200,L,N,0,,26266
"NO RESPECTAR UNA MARCA VIÀRIA TRANSVERSAL DISCONTÍNUA, SENSE CAUSA JUSTIFICADA ",RGC,147,2,B,2,6,100,90,C,N,0,,26267
NO OBEIR L'OBLIGACIÓ IMPOSADA PER UNA FLETXA DE SELECCIÓ DE CARRILS ,RGC,147,2,C,1,200,200,200,L,N,0,,26268
ENTRAR EN UNA ZONA EXCLOSA DE LA CIRCULACIÓ (ZEBREJAT) EMMARCADA PER UNA LÍNIA CONTÍNUA ,RGC,147,2,D,1,6,100,90,C,N,0,,26269
NO CEDIR EL PAS A D'ALTRES VEHICLES EN EL LLOC PRESCRIT PER UN SENYAL HORITZONTAL DE CEDIU EL PAS ,RGC,147,2,E,1,200,200,200,L,N,4,,26262
NO DETENIR-SE EN EL LLOC PRESCRIT PER UN SENYAL HORITZONTAL DE DETENCIÓ OBLIGATÒRIA O STOP ,RGC,147,2,E,2,200,200,200,L,N,4,,26263
PARAR O ESTACIONAR EN UNA ZONA SENYALITZADA AMB UNA MARCA GROGA LONGITUDINAL CONTÍNUA ,RGC,147,2,F,1,6,100,90,C,N,0,2,26258
NO OBEIR UNA MARCA GROGA ZIGA- ZAGA DE PROHIBICIÓ D'ESTACIONAMENT ,RGC,147,2,F,2,6,100,90,C,N,0,2,26259
NO RESPECTAR UNA MARCA GROGA LONGITUDINAL DISCONTÍNUA DE PROHIBICIÓ D'ESTACIONAMENT ,RGC,147,2,F,3,6,100,90,C,N,0,2,26260
"CIRCULAR PER UN CARRIL O ZONA RESERVADA PER A DETERMINATS VEHICLES, SENYALITZADA A AQUEST EFECTE ",RGC,147,2,F,4,6,100,90,C,N,0,,26261
NO RESPECTAR UNA MARCA VIÀRIA DE DELIMITACIÓ DE LA FORMA EN QUÈ ELS VEHICLES HAN DE SER ESTACIONATS ,RGC,147,2,F,5,6,100,90,C,N,0,2,26270
NO RESPECTAR UNA MARCA VIÀRIA DE DELIMITACIÓ DELS LLOCS O ZONES D'ESTACIONAMENT ,RGC,147,2,F,6,6,100,90,C,N,0,2,26271
"CIRCULAR PER UN CARRIL O ZONA RESERVADA PER A DETERMINATS VEHICLES, SENYALITZADA A AQUEST EFECTE ",RGC,147,2,F,7,200,200,200,L,N,0,,26298
